,ID_PAQUETE,CATEGORIA_ASIGNADA,ALTO,ANCHO,LARGO,PESO_ASIGNADO,TIPO_MANIPULACION,LUGAR_PROCEDENCIA,TEMPERATURA_ALMACENAMIENTO,PROTOCOLO,LUGAR_PROCEDENCIA_WOE,TIPO_MANIPULACION_NUM,TEMPERATURA_ALMACENAMIENTO_NUM,PROTOCOLO_TARGET
8643,8644,mediano,36.39,35.39,40.57,21.003585856576436,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
8644,8645,mediano,37.87,31.3,36.7,15.459039447569907,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
8645,8646,pequeño,13.64,11.48,17.99,5.883332356135134,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
8646,8647,pequeño,13.22,10.14,16.27,8.207459222369106,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
8647,8648,pequeño,12.08,15.51,16.48,9.088798681886306,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
8648,8649,mediano,39.73,30.1,34.5,11.905719251673501,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
8649,8650,pequeño,11.58,14.48,18.72,2.99713379739567,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
8650,8651,mediano,37.96,38.7,34.31,18.452806456618873,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
8651,8652,pequeño,12.05,14.7,14.89,7.101263277915144,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
8652,8653,pequeño,13.78,19.06,17.3,5.207057384294285,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
8653,8654,grande,53.57,56.51,70.67,78.55474431039018,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
8654,8655,pequeño,14.2,14.82,15.74,4.892194729129869,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
8655,8656,pequeño,10.94,15.57,16.79,4.007903154691474,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
8656,8657,mediano,37.33,39.84,41.84,16.502985607681016,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
8657,8658,mediano,35.19,35.23,39.28,15.561826749365597,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
8658,8659,pequeño,14.14,15.16,17.2,8.664224218497635,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
8659,8660,pequeño,14.22,17.68,16.04,5.595610898416417,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
8660,8661,pequeño,12.23,11.36,19.82,2.933290529115415,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
8661,8662,pequeño,12.33,10.7,17.33,1.8922563456804324,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
8662,8663,pequeño,12.19,11.24,17.05,6.082455480565647,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
8663,8664,mediano,36.81,35.74,50.0,28.789972241247348,fragil,B,ambiente,Protocolo_2,0.04923211956638846,0,1,0
8664,8665,mediano,37.99,36.01,45.64,13.158629163639192,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
8665,8666,mediano,36.2,30.1,40.04,24.252269214545812,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
8666,8667,pequeño,13.05,15.98,17.17,0.2482524856041035,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
8667,8668,mediano,39.44,40.22,40.71,16.122947498261297,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
8668,8669,pequeño,14.42,20.65,17.86,7.005601509220297,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
8669,8670,grande,80.71,59.05,76.83,72.5026707856635,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
8670,8671,pequeño,13.84,15.09,17.41,6.986469886956506,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
8671,8672,mediano,36.47,34.13,42.5,18.021923424561336,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
8672,8673,pequeño,12.32,16.42,15.69,3.4486880383607446,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
8673,8674,pequeño,11.08,15.94,18.83,9.695967205067754,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
8674,8675,mediano,35.21,36.34,38.91,17.58478844948463,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
8675,8676,pequeño,14.73,15.3,17.8,3.773981286392373,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
8676,8677,pequeño,11.06,16.64,16.62,3.9934536333194606,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
8677,8678,mediano,39.8,34.89,47.53,23.463552880028846,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
8678,8679,pequeño,11.95,9.49,18.18,4.81095814671771,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
8679,8680,mediano,35.71,37.11,39.75,21.650651207842916,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
8680,8681,pequeño,12.43,15.7,18.06,4.462399672781543,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
8681,8682,mediano,36.3,34.55,50.0,21.721488566155394,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
8682,8683,mediano,37.9,34.9,38.84,13.481401928093444,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
8683,8684,pequeño,12.08,15.18,18.56,10.0,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
8684,8685,pequeño,11.9,12.8,20.21,4.001596287374357,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
8685,8686,pequeño,11.14,18.41,18.84,0.1,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
8686,8687,mediano,35.77,30.1,36.75,20.15550697103592,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
8687,8688,mediano,36.55,33.09,39.64,23.148957751927796,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
8688,8689,mediano,39.64,38.88,36.07,13.85926801153375,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
8689,8690,mediano,39.38,35.63,46.05,16.038086210298808,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
8690,8691,mediano,37.33,33.66,47.32,29.22716775445842,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
8691,8692,mediano,34.85,31.11,32.95,10.1,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
8692,8693,pequeño,13.65,12.9,16.34,2.9362148319349597,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
8693,8694,pequeño,12.71,16.39,17.12,4.97517179586545,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
8694,8695,mediano,37.14,36.1,36.51,24.987287326554455,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
8695,8696,pequeño,11.14,17.76,20.45,4.372304123688608,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
8696,8697,grande,64.91,66.23,77.25,31.096114723197793,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
8697,8698,pequeño,11.51,18.12,18.01,7.558689542531223,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
8698,8699,pequeño,9.69,17.5,16.24,1.643008228866094,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
8699,8700,pequeño,13.17,15.57,15.7,6.807564334721111,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
8700,8701,mediano,35.73,33.15,30.67,30.0,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
8701,8702,mediano,36.64,35.31,46.52,13.176780118221384,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
8702,8703,pequeño,10.88,17.46,18.27,10.0,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
8703,8704,mediano,37.3,36.42,43.9,18.94133959742552,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
8704,8705,mediano,38.99,36.62,44.98,20.74542155994703,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
8705,8706,pequeño,13.31,16.34,18.71,6.719049478455502,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
8706,8707,pequeño,13.92,17.6,15.84,5.278796866871968,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
8707,8708,pequeño,12.91,19.41,17.04,6.755519481884116,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
8708,8709,grande,65.89,57.16,66.25,61.95206244322481,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
8709,8710,pequeño,15.27,15.32,20.12,7.886326005785447,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
8710,8711,pequeño,13.72,13.06,17.41,6.600647115389509,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
8711,8712,pequeño,12.15,16.15,16.84,1.3057379366687303,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
8712,8713,mediano,39.19,31.26,39.71,14.335658686379157,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
8713,8714,pequeño,11.56,17.39,16.67,7.308348654186951,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
8714,8715,pequeño,12.28,9.5,18.07,1.63924975855253,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
8715,8716,pequeño,12.72,13.71,16.87,5.250349829586361,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
8716,8717,pequeño,9.98,17.09,19.45,8.295619873870137,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
8717,8718,mediano,37.14,34.76,40.48,21.956266910738606,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
8718,8719,mediano,38.51,38.78,43.08,14.978657286137299,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
8719,8720,pequeño,11.8,9.83,17.17,2.0896503992207864,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
8720,8721,pequeño,13.72,18.73,18.0,7.3132406380804795,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
8721,8722,mediano,37.88,39.83,39.62,19.876843572842127,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
8722,8723,pequeño,14.26,12.51,18.17,8.519761050231832,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
8723,8724,pequeño,14.01,14.8,16.6,2.7489114231351386,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
8724,8725,mediano,37.78,39.19,35.28,20.924232435639432,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
8725,8726,pequeño,13.82,18.98,17.69,4.400574928921273,normal,D,refrigerado,Protocolo_2,-0.009581505147896952,1,0,0
8726,8727,mediano,38.17,41.6,39.69,30.0,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
8727,8728,pequeño,13.01,18.2,17.62,5.554487002711806,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
8728,8729,pequeño,11.42,19.2,15.07,6.467896478111689,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
8729,8730,pequeño,9.94,16.08,16.29,5.3966768691040095,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
8730,8731,pequeño,12.11,16.31,17.73,5.968454406209519,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
8731,8732,pequeño,12.44,11.9,16.28,2.221974102321333,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
8732,8733,pequeño,13.83,15.48,14.84,5.018500537017294,normal,D,refrigerado,Protocolo_2,-0.009581505147896952,1,0,0
8733,8734,mediano,38.57,37.62,32.28,25.02076672770911,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
8734,8735,pequeño,10.58,11.55,16.56,0.20184964129586547,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
8735,8736,pequeño,15.18,15.15,18.76,2.8794454211750513,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
8736,8737,pequeño,11.0,16.32,17.94,7.9748588746821945,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
8737,8738,mediano,38.73,34.01,43.53,11.818859563219664,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
8738,8739,pequeño,12.28,15.08,16.42,6.953379012781472,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
8739,8740,pequeño,10.2,15.48,18.3,3.4185771717036078,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
8740,8741,pequeño,11.52,19.62,18.71,0.1,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
8741,8742,grande,89.15,61.97,69.61,60.20687434547561,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
8742,8743,pequeño,11.81,12.26,19.16,4.832231113238764,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
8743,8744,pequeño,11.29,14.09,18.07,8.167936555807017,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
8744,8745,grande,91.48,67.66,65.5,87.23407640106683,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
8745,8746,pequeño,11.36,16.06,16.75,3.588453999729194,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
8746,8747,pequeño,13.88,17.36,19.24,1.5995478677254993,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
8747,8748,grande,86.09,55.0,76.72,60.32101552372035,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
8748,8749,pequeño,10.82,14.17,17.73,9.310273878111499,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
8749,8750,pequeño,9.29,19.3,18.67,3.536092491723771,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
8750,8751,mediano,37.82,37.8,43.08,26.53621888030089,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
8751,8752,mediano,37.75,32.07,37.49,13.427250099322698,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
8752,8753,pequeño,14.38,12.26,18.78,1.72141692779523,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
8753,8754,pequeño,13.42,17.38,16.73,6.87901490248523,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
8754,8755,pequeño,12.48,14.41,15.21,4.923979707860408,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
8755,8756,pequeño,12.68,19.18,17.23,4.981251413222738,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
8756,8757,pequeño,13.07,15.76,18.7,5.706515288194085,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
8757,8758,pequeño,13.05,17.54,17.25,8.202582650674625,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
8758,8759,mediano,36.66,36.44,40.82,18.364652182309012,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
8759,8760,pequeño,11.77,19.52,17.91,5.977664369156718,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
8760,8761,grande,51.04,58.84,66.46,44.89947626080501,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
8761,8762,mediano,36.12,33.42,40.95,23.260365296171358,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
8762,8763,grande,74.6,66.55,72.5,67.9788688674907,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
8763,8764,grande,67.93,60.65,76.56,69.98431075450942,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
8764,8765,mediano,33.72,33.34,44.27,20.448808862509825,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
8765,8766,grande,86.45,67.52,68.44,50.57476253473055,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
8766,8767,pequeño,10.89,14.07,20.82,4.638039307278273,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
8767,8768,mediano,35.94,30.1,35.19,22.511760907123485,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
8768,8769,pequeño,12.87,12.7,16.87,4.56293640885058,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
8769,8770,pequeño,10.96,15.24,17.42,10.0,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
8770,8771,mediano,36.41,32.92,50.0,16.993844568288846,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
8771,8772,pequeño,14.96,17.74,17.96,1.1886544669079693,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
8772,8773,pequeño,12.38,12.08,16.92,5.15056464442869,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
8773,8774,mediano,40.08,34.78,33.97,12.86094290139658,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
8774,8775,mediano,37.25,32.94,38.45,21.69422330240634,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
8775,8776,grande,70.49,65.0,76.53,40.873583747735864,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
8776,8777,pequeño,16.53,17.34,15.08,5.644782232511603,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
8777,8778,grande,76.26,60.54,70.75,51.47791716832397,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
8778,8779,pequeño,13.52,16.53,15.89,7.691190495716386,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
8779,8780,pequeño,12.8,16.88,17.36,7.8660602475302825,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
8780,8781,grande,71.73,53.33,80.74,69.95078745330163,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
8781,8782,grande,67.8,58.97,74.32,84.52253540752949,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
8782,8783,pequeño,11.76,15.85,16.73,4.5254751113950515,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
8783,8784,mediano,37.36,36.43,42.9,12.174150032513097,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
8784,8785,pequeño,11.56,11.8,17.32,6.239541081452794,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
8785,8786,pequeño,10.67,14.5,16.92,7.765691931371041,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
8786,8787,mediano,37.19,41.14,30.41,30.0,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
8787,8788,pequeño,10.32,11.93,19.04,9.52584356798818,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
8788,8789,pequeño,11.1,15.45,18.21,3.6168939694779114,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
8789,8790,pequeño,10.73,15.25,16.18,7.051592836472262,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
8790,8791,pequeño,11.58,18.91,18.57,4.748446105106754,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
8791,8792,mediano,38.67,31.41,34.44,12.799679479989784,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
8792,8793,pequeño,15.0,17.28,18.89,2.8099122088492514,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
8793,8794,pequeño,10.84,14.48,15.78,9.251161673588406,normal,D,refrigerado,Protocolo_2,-0.009581505147896952,1,0,0
8794,8795,pequeño,11.82,15.27,17.87,8.270478418697902,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
8795,8796,pequeño,14.08,15.32,18.44,5.2485252610129685,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
8796,8797,mediano,36.0,36.81,37.22,23.971809344303757,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
8797,8798,pequeño,12.72,14.47,15.85,6.81332905105154,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
8798,8799,mediano,37.25,37.94,43.35,22.47671407424965,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
8799,8800,mediano,35.78,34.55,40.06,21.682649595218212,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
8800,8801,mediano,38.46,33.65,47.73,16.40195894018685,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
8801,8802,mediano,37.25,35.1,47.43,16.022736532962288,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
8802,8803,pequeño,13.4,16.6,20.0,5.800688459620761,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
8803,8804,mediano,35.56,37.93,47.29,18.17537174923287,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
8804,8805,mediano,35.8,42.56,30.23,13.793427988588235,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
8805,8806,pequeño,10.49,14.42,16.05,7.100907659867296,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
8806,8807,mediano,38.79,39.14,47.25,26.248553941573185,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
8807,8808,pequeño,12.04,19.2,17.27,1.9895903298272577,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
8808,8809,mediano,39.27,39.01,40.05,23.917107736221084,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
8809,8810,mediano,36.43,31.63,40.77,13.307987697315642,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
8810,8811,pequeño,13.05,12.4,17.09,0.6727337688975643,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
8811,8812,pequeño,13.45,17.4,13.9,7.1026808830394526,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
8812,8813,mediano,35.36,31.55,38.53,14.886235641179919,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
8813,8814,mediano,39.47,36.14,41.78,21.964265420798576,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
8814,8815,pequeño,12.58,11.27,16.37,4.211751014889433,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
8815,8816,mediano,38.56,30.1,50.0,12.655053929992274,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
8816,8817,pequeño,11.86,15.4,18.0,3.3425676940375464,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
8817,8818,pequeño,13.42,12.07,17.64,4.394129324971315,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
8818,8819,pequeño,12.99,12.24,17.84,4.458191554446348,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
8819,8820,grande,82.12,66.12,77.11,33.45542106948277,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
8820,8821,grande,69.62,61.55,71.15,76.69043528114638,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
8821,8822,mediano,40.97,38.64,36.27,19.839761590745955,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
8822,8823,pequeño,13.49,19.27,19.42,4.098612722560251,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
8823,8824,pequeño,10.32,10.41,16.98,7.504716856094351,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
8824,8825,pequeño,13.98,13.6,18.42,1.0143207416092777,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
8825,8826,mediano,39.59,33.11,50.0,21.143931680944597,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
8826,8827,mediano,37.68,34.1,38.83,18.031874647973932,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
8827,8828,pequeño,12.57,11.68,19.1,4.3951569735967535,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
8828,8829,pequeño,13.01,12.89,18.52,1.7142656153134754,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
8829,8830,mediano,38.92,35.22,47.13,21.324169399905447,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
8830,8831,pequeño,9.23,18.5,17.18,0.1,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
8831,8832,mediano,39.13,33.5,30.1,19.873594075094687,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
8832,8833,pequeño,9.76,18.75,17.47,8.055994394663035,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
8833,8834,pequeño,14.47,18.44,17.61,7.6246146106875585,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
8834,8835,pequeño,13.93,21.08,17.49,7.156075107822648,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
8835,8836,pequeño,13.33,12.42,16.85,2.7025836041475833,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
8836,8837,mediano,38.0,32.71,31.61,17.33666978557974,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
8837,8838,pequeño,11.81,14.17,18.24,8.03575719937849,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
8838,8839,pequeño,12.4,11.2,18.33,4.68793865983334,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
8839,8840,mediano,34.87,35.07,31.41,21.077737383208657,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
8840,8841,grande,99.25,57.04,61.96,58.88445364785033,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
8841,8842,pequeño,11.61,14.83,18.24,0.1,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
8842,8843,pequeño,12.58,17.53,19.31,9.274096983946478,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
8843,8844,grande,59.25,61.23,61.76,67.55366256151822,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
8844,8845,mediano,39.4,30.51,42.75,21.64454949520508,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
8845,8846,pequeño,13.32,19.08,18.41,6.346103634783983,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
8846,8847,pequeño,12.01,16.43,15.96,0.1,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
8847,8848,grande,82.9,62.08,72.19,61.28492902781982,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
8848,8849,mediano,39.32,37.98,39.46,22.254626051895677,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
8849,8850,pequeño,12.08,17.99,18.41,8.907560713323804,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
8850,8851,pequeño,10.96,10.03,17.8,7.144186705614803,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
8851,8852,pequeño,12.91,15.84,17.74,10.0,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
8852,8853,pequeño,13.66,13.02,18.01,8.959670748512679,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
8853,8854,mediano,37.22,31.3,49.24,10.1,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
8854,8855,pequeño,10.89,12.93,15.65,10.0,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
8855,8856,pequeño,11.33,14.7,20.83,6.1080842082222375,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
